Company Name	Address Line 1	Address Line 2	City	Country	URL 1	URL 2	URL 3
Modefinserver Ea Limited	Tower (3) The Mirage, Waiyaki Way	Opposite Chiromo Stage, Westlands	Nairobi	Kenya			
Moi Teaching And Referral Hospital	Lr No 7/308 Nandi Road, Chepkoilel Location, Ainapkoi Division	Eldoret East District, Uasin Gishu County	Eldoret	Kenya			
Garbage Dot Com Ltd	Lusaka Road, Industrial Area		Nairobi	Kenya			
Oxford University Press East Africa	Lr. No. 209/12107 The Oxford Place Elgon Road	Upper Hill	Nairobi	Kenya			
The Copy Cat Limited	Essar House Muguga Green Lane	Off Brookside Drive	Nairobi	Kenya			
Aberdaire Aviation Ltd	Lengai House Wilson Airport		Nairobi	Kenya			
Home Park Caterers Ltd	Bp Shell House,  Harambe Avenue		Nairobi	Kenya			
Pyramid Packaging Ltd	Plot .388 Kipkaren Road	Eldoret Off Kisumu Road	Eldoret	Kenya			
Glacier Products Ltd	Road A	Off Enterprise Road	Nairobi	Kenya			
Vajas Manufacturers Ltd	Ectoville Estate, Road A	Off Enterprise Road	Nairobi	Kenya			
Kenya Stationers Limited	Isiolo Road, Industrial Area	Off Enterprise Road	Nairobi	Kenya			
Servicoff Limited	Kenbelt Business Park Along The Old Mombasa Road		Nairobi	Kenya			
Sbi International Holding Ag	9/10 James Gichuru Road		Nairobi	Kenya			
Premier Knitwear Limited	Premier Knitwear Complex Baba Dogo Road		Nairobi	Kenya			
Treadsetters Tyres Ltd	Off Baba Dogo Road	Ruaraka	Nairobi	Kenya			
Ocean Freight E.A Limited	Msc Plaza Moi Avenue		Moi Avenue	Kenya			
Dawa Limited	Baba Dogo Road	Ruaraka	Nairobi	Kenya			
All Fruit Epz Ltd	Kingorani Epz Zone		Mombasa	Kenya			
Kenya Shell Limited	Laiboni Centre Lenana Road		Nairobi	Kenya			
Freight Forwarders Kenya Ltd	Leslander House Dare S Salaam Road		Mombasa	Kenya			
Biodeal  Laboratories Ltd	Industrial Area	Lunga Lunga Road	Nairobi	Kenya			
Polytanks Kenya Ltd	Off Mombasa Road, City Cabanas Junction	Next To Kenbro, Behind Rhino Cement Nairobi	Nairobi	Kenya			
Alloy Steel Casting Limited	Baba Dogo Road		Nairobi	Kenya			
Regal Pharmaceutical Ltd	Regal Pharma Building Off Baba Dogo Road	Ruaraka	Nairobi	Kenya			
Uneeco Paper Products Ltd	Road C, Off Enterprise Road	(Opp. Ss Mehta & Sons)	Nairobi	Kenya			
Corn Products Kenya Ltd	Makson's Plaza Parklands Road		Nairobi	Kenya			
Kenya Railways Corporation	Workshop Road	Haile Selassie Road	Nairobi	Kenya			
Platinum Packaging Ltd	Steel Makers Compound	Mombasa Road	Nairobi	Kenya			
Coninx Industries Ltd	Coninx Building Road C, Off Enterprise Road		Nairobi	Kenya			
Hotpoint Appliances Limited	Sarit Centre Shopping Mall Westlands		Nairobi	Kenya			
Kisumu Water And Sewerage Company Limited	Nafaka House Oginga Odinga Street	Makasembo Road	Kisumu	Kenya			
Tripac Chemicals Industries Limited	Bobmil Complex, Plot No.209/10543 Mombasa Road	Industrial Area	Nairobi	Kenya			
Elys Chemical Industries Limited	Elys Complex Road B Off Enterprise Road	Opposite Hillock Inn	Nairobi	Kenya			
Kenya Television Network Ltd	I&M Bank Tower Kenyatta Avenue		Nairobi	Kenya			
Uap Insurance Company Limited	Bishops Garden Towers Bishop Road		Nairobi	Kenya			
Mkopa Kenya Ltd	M-Kopa House George Padmore Road, Off Chania Avenue	Off Ring-Road	Nairobi	Kenya			
Wartsila Eastern Africa Limited	House Of Vanguard Fuji Plaza	Chiromo Road	Nairobi	Kenya			
Adrian Group Limited	Adrian Group Centre In Gitaru Along Nairobi	Nakuru Highway Opposite Kikuyu Junction	Nairobi	Kenya			
Specialized Aluminum Renovators Ltd	Road A, Off Enterprises Road		Nairobi	Kenya			
Asl Packaging Limited	Imara Daima Junction	Mombasa Road	Nairobi	Kenya			
Muslim Education And Welfare Association	Mwabundo Road		Mombasa	Kenya			
Ecotec Limited	Gigiri Shopping Centre United Nations Avenue 07		Nairobi	Kenya			
Macnaughton Limited	Macnaughton Centre Ngong Road	Lenana School Road	Nairobi	Kenya			
Chandaria Industries Limited	Plot No 336/24 Baba Dogo Road	Ruaraka	Nairobi	Kenya			
Vastu Company Limited	Thika-Kagundo Road		Nairobi	Kenya			
Text Book Centre Limited	Kijabe Street	Behind Norsork Hotel	Nairobi	Kenya			
Innscor Kenya Ltd	Enterprise Road		Nairobi	Kenya			
The Norfolk Hotel	Harry Thuku Road		Nairobi	Kenya			
Aramex Kenya Ltd	Plot No. 209 / 8305 Dunga Close Off Dunga Road	Industrial Area	Nairobi	Kenya			
Kinpash Enterprises Ltd	Baricho Road	Industrial Area (Opposite Click Club)	Nairobi	Kenya			
Madison Insurance Company Ltd	Madison Insurance House,  Upper Hill Road		Nairobi	Kenya			
Hotel Royal Orchid Azure Nairobi	Lantana Road Off Rapta Road		Nairobi	Kenya			
Anjarwalla & Khanna	The Oval, Junction Of Ring Road Parklands & Jalaram Road, Westla		Nairobi	Kenya			
Mzuri Sweets Ltd	Mzuri Sweets Ltd Building Malindi Road		Mombasa	Kenya			
Adix Plastics Ltd	Sasio Road, Off Lunga Lunga Road	Industrial Area	Nairobi	Kenya			
Mac's Pharmaceuticals Limited	Off Shimo La Tewa Road	Lusaka Road	Nairobi	Kenya			
Nyakach Sub County Health Management Team	Katito Health Center		Pap Onditi	Kenya			
Kisumu County Health Management Team	Nyanza Provincial Headquater		Kisumu	Kenya			
Kenya Union Of Savings And Credit Cooperative Limited	Kilimanjaro Avenue Upper Hill		Nairobi	Kenya			
Steel Enterprises Ltd	Plot No 51		Nairobi	Kenya			
Sarkish Flora Ltd	Salgaa,  Nakuru-Eldoret Highway		Nakuru	Kenya			
Laneeb Plastics Industries Ltd	Mombasa Road		Nairobi	Kenya			
World Duty Free Ltd	Jomo Kenyatta Airport,  Airport Road		Nairobi	Kenya			
Liquid Telecom Kenya Limited	Sameer Business Park	Mombasa Road	Nairobi	Kenya			
Galana Oil (K) Ltd	Taj Tower Upper Hill Road	Upper Hill	Nairobi	Kenya			
Bondo Sub County Health Management Team	Off Bondo Kisumu Road		Bondo	Kenya			
Kenya Agricultural Research Institute Thika	Thika Nyeri  Highway		Thika	Kenya			
Pharmacy And Poisons Board	Lenana Road		Nairobi	Kenya			
Liberty Life Assurance Kenya Limited	Mamlaka Road		Nairobi	Kenya			
Vacu-Lug Rubber Industries Ltd	P O Box 45041,  Baba Dogo Road Ruaraka		Nairobi	Kenya			
Jubliee Jumbo Hardware Ltd	Obote Road		Kisumu	Kenya			
Anglican Development Services	Kerugoya		Kerugoya Town	Kenya			
Aea Ltd	Factory Street	Industrial Area	Nairobi	Kenya			
Moto Gari Limited	Jakaya Kikwete		Nairobi	Kenya			
Lti Kisii Safari Inn Ltd	Diani Beach	South-East Of Mombasa	Mombasa	Kenya			
Synresins Ltd	Plot Lr 209 Sasio Road Off Lunga Lunga Road	Makungi Close	Nairobi	Kenya			
Maridadi Building Contractors Ltd	Workshop Road	Commercial Street	Nairobi	Kenya			
Cut Tobacco Kenya Ltd	Mombasa Road		Nairobi	Kenya			
Bulleys Tanneries Ltd	Ngozi Road		Thika	Kenya			
Afex Group Limited	Block A, , Nairobi Business Park, Ngong Road	Nairobi County	Nairobi	Kenya			
Tononoka Steels Company Limited	North Airport Road		Nairobi	Kenya			
Eldoville Farm	17, Warai South Road		Nairobi	Kenya			
Songoiywoo Holding Ltd	Lunga Lunga Road	Mogadishu Road	Nairobi	Kenya			
Partners For Health And Development In Africa	Upper Hill Matumbato Road		Nairobi	Kenya			
Union For Social Development Organization	Nyamira		Nairobi	Kenya			
Broadband Communication Networks Ltd	Opp Mp Shah Hospital,  Kalson Towers Crescent Lane	Off Parklands Road	Nairobi	Kenya			
Whitesands Hotel Ltd	P.O. Box 90173,  Mombasa Malindi Road		Mombasa	Kenya			
Kenya Sweets Ltd	Old North Airport Road	Off Mombasa Road	Nairobi	Kenya			
Airkenya Express Limited	Wilson Airport	Langata Road	Nairobi	Kenya			
Smile Africa Community Based Organization	Vision Plaza, Mombasa Road		Nairobi	Kenya			
Aiccad	Ngongroad		Nairobi	Kenya			
Roy Transmotors Ltd	Kasarani Roundabout,  Thika Raod		Nairobi	Kenya			
East Africa Courier Limited	Charan Centre, Mombasa Road		Nairobi	Kenya			
Ochomba Petroleum Company Ltd	Plot No. 1819 Garissa Road	Thika	Nairobi	Kenya			
Jihan Freighters Limited	Mwakilingo Street	Off Moi Avenue	Mombasa	Kenya			
Cementers Ltd	Lunga Lunga Road	Clesoi Road	Nairobi	Kenya			
Hebatullah Bros Ltd	Westlands		Nairobi	Kenya			
Origin Safaris Ltd	Standard Street		Nairobi	Kenya			
Nairobi Horticutural Centre	Airport Road	Opposite Jkia	Nairobi	Kenya			
Gold Crown Beverages (Kenya) Ltd	Chai Street	Shimanzi	Mombasa	Kenya			
Seven Seas Technologies Group Limited	Block 1 Delta Riverside Office Park	Riverside Drive	Nairobi	Kenya			
Nyanza Petroleum Dealers Ltd	Main		Kisumu	Kenya			
Aviation International Support Maintenance Ltd	Plot No Lr 209/11964 Ais Hangar	Wilson Airport Langata Road	Nairobi	Kenya			
Association For Women In The Maritime Sector In East And Southern Africa	Moi Avenue		Mombasa	Kenya			
Rolmil Kenya Ltd	Enterprise Road	Industrial Area	Nairobi	Kenya			
Prime Mattress Ltd	Industrial Area Nakuru		Nakuru	Kenya			
Indigo Garments Ltd	Epz Complex,  Thika Road		Nairobi	Kenya			
Printing Industries Ltd	Athi River Road	Off Addis Ababa/Enterprise Road	Nairobi	Kenya			
Metal Crowns Limited	Opposite Cooperative Bank Nanyuki Road	Industrial Area	Nairobi	Kenya			
Ams Properties Limited	Block 1 Eden Square	Chiromo Road	Nairobi	Kenya			
Santowels Limited	Plot 12773,  Off Mombasa Road	Near Nation Printing Press Building	Nairobi	Kenya			
Belgravia Services (K) Limited	Mandera Road	Kileleshwa	Nairobi	Kenya			
Kamyn Industries Limited	Plot 108, Mbaraki Section Xlvii Liwatoni / Ganjoni Area	Taib Abdel Nasser Road, Industrial Area	Mombasa	Kenya			
Brush Manufacturers Limited	Opposite Iber Africa Power Station	Lunga Lunga Road	Nairobi	Kenya			
Community Aid International	Sda House Riverside Drive Crossway Road	Westlands, Next To Australian High Commission	Nairobi	Kenya			
The Stanley Hotel Ltd	The Stanley Building,  Kimathi Street/Kenyatta Avenue		Nairobi	Kenya			
Kk Lodgit Limited	Amee Arcade Building Parklands Road		Nairobi	Kenya			
Printfastk Ltd	Printfast House Opp Ministry Of Labour	Commercial Street	Nairobi	Kenya			
Ashut Engineers Ltd	Lokitaung Road	Off Likoni Road	Nairobi	Kenya			
Bizone Limited	Airport North Road Off Old Mombasa Road		Nairobi	Kenya			
East Africa Spectre Ltd	Mombasa Road		Nairobi	Kenya			
Tyremasters Limited	Tyremasters Building Hola Road, Off Baricho Road		Nairobi	Kenya			
Hurricane Services Ltd	Moranga		Nairobi	Kenya			
Silver Star Manufactures Pvt Ltd	Lr No 209/1418/13, Star House,  Star House Nagra Road		Nairobi	Kenya			
Andy Forwaders Services Limited	Freight Terminal 1St Avenue Jomo Kenyatta International Airport	Around Cargo Terminal, Transglobal Towers	Nairobi	Kenya			
Spencon Kenya Limited	General Mathenge Drive, Lane 2	Off Peponi Road, Parklands	Nairobi	Kenya			
Valentine Growers Co Limited	Plot 15153	Off Kiambu Road	Limuru	Kenya			
Vintage Safari Tours Ltd	Rockwall Plaza,  Nyali		Mombasa	Kenya			
Bedi Investments Ltd	Lower Bedi Road	Industrial Area	Nakuru	Kenya			
University Of Nairob, College Of Education	Kikuyu Campus, Dept Of Ed Administration		Kikiyu Town Nairobi	Kenya			
Gonas Best Limited	Plot L.R 209/11523 Godown 51, Likoni Road, Off Lusingeti Road	K.I.E Shed Industrial Area	Nairobi	Kenya			
Decko Ltd	Opposite Total Ridgeways,  Kiambu Road		Nairobi	Kenya			
Bulk Medicals Ltd	Factory Road		Nairobi	Kenya			
Panafrican Equipment (Kenya) Ltd	Panafrican Trucks & Equipment Building Uhuru Highway	Bunyala Road	Nairobi	Kenya			
East African Sea Food Ltd	Alpha Group Building Road A, Off Enterprise Road		Nairobi	Kenya			
Stamet Products Ltd	Mombasa Road		Nairobi	Kenya			
University Of Nairobi, Department Of Medical Microbiology	Ngong Road		Nairobi	Kenya			
Shades Horticulture Ltd	Kisachu Area In Kajiado District		Nairobi	Kenya			
Numerical Machining Complex Ltd	Kenya Railways Workshop,  Workshop Road		Nairobi	Kenya			
Patom Company Limited	Latema Road		Nairobi	Kenya			
Colour Packaging Limited	Mombasa Road	Mlolongo	Nairobi	Kenya			
United Footwear Ltd	Off Naivasha Road		Kikuyu	Kenya			
Unichem Plastics Ltd	Lokitaeng Road (Off Likoni Road)	Plot No. 209 / 7406	Nairobi	Kenya			
Dillpack Kenya Limited	Airport North Road	Old Mombasa Road	Nairobi	Kenya			
Patco Industries Ltd	Lunga Lunga Road	Off Rangwe Road	Nairobi	Kenya			
Utethyo School Of School Of Medicine,Research Institute Intropical Desease/Cancer/Referral	Kilungya Lane		Kitui	Kenya			
Actionaid International Kenya	P O Box 42814		Nairobi	Kenya			
Dhl Global Forwarding (Kenya) Limited	2Nd Freight Lane	Jomo Kenyatta International Airport	Nairobi	Kenya			
Printpak Limited	Printpak Building Likoni Road	Industrial Area	Nairobi	Kenya			
Bhogal's Autoworld Limited	George Morara Avenue		Nakuru	Kenya			
Keroche Breweries Ltd	Naivasha/Nairobi Road		Naivasha	Kenya			
Spencon Services Limited	Off A104 Highway		Muguga	Kenya			
Apollo Life Assurance Ltd	Apollo Centre 07 Ring Road, Parklands		Nairobi	Kenya			
Ivee Infusions Epz Ltd	Athi River Epz		Athi River	Kenya			
(Tps) Tourism Promotion Services Limited	Williamson House 4Th Avenue Ngong Road	Kilimani	Nairobi	Kenya			
Jegalal Advanced Enterprise Solutions Llc	Ngong Road		Nairobi	Kenya			
Kencall Epz Limited	Sameer Industrial Park	Off Mombasa Road	Nairobi	Kenya			
Mulji Devraj & Brothers Limited	Main Mombasa / Nairobi Road	Changamwe, Opposite Coast Hauliers	Mombasa	Kenya			
Specialised Electronic Ltd	Phoenix House , 5Th Floor,  Kenyatta Avenue		Nairobi	Kenya			
Coolxtreme Limited	4Th Fl Eden Square	Chiromo Road	Nairobi	Kenya			
Jersey International Limited	Caxton House Kenyatta Avenue		Nairobi	Kenya			
Finlays Horticulture Kenya Limited	Nairobi Business Park Unit B	Ngong Road	Nairobi	Kenya			
Woni Veg-Fru Exporters & Importers Ltd	Old Airport Road		Nairobi	Kenya			
Tononoka Rolling Mills Limited	Tononoka Rolling Mills Building Airport North Road		Nairobi	Kenya			
Relcon Power Systems Ltd	Machakos Road		Mombasa	Kenya			
Ol Donyo Farm Ltd	Nanyuki Road		Meru	Kenya			
Cannon Assurance Kenya Ltd	Block D Gateway Business Park	Mombasa Road	Nairobi	Kenya			
Benafrica Kenya Limited	Nairobi-Nakuru Highway		Nairobi	Kenya			
Laxmanbhai Construction Ltd Ltd	Laxcon House,  Off Lunga Lunga Road		Nairobi	Kenya			
Polysack Limited	Opp St Luke Church	Thika/Garissa Road	Thika	Kenya			
Institute Of Economic Affairs Kenya	1St Ngong Avenue	Ack Garden Hse	Nairobi	Kenya			
Multiplex Kenya Limited	Mankuli Road Jkia		Nairobi	Kenya			
British American Insurance Co. K Ltd	British American Centre,  Mara/Ragati Roads		Nairobi	Kenya			
Spinners & Spinners Ltd	Nakumatt Ukay Centre, 3Rd Floor	Ring Road	Nairobi	Kenya			
Kmc Epz Limited	Mikanguni Road	Comarco Base, Limatoni Bay	Mombasa	Kenya			
Rosewood Furniture Manufacturers Ltd	Westland Road		Nairobi	Kenya			
Howard Humphreys (East Africa) Ltd	Howard Humphreys House Muthangari Drive	Off Waiyaki Way	Nairobi	Kenya			
Uunet Communications Limited	Parkside Towers, 2Nd Floor Mombasa Road		Nairobi	Kenya			
Corrugated Roofing Sheet Ltd	New Mombasa Nairobi Road		Mombasa	Kenya			
Associated Battery Manufacturers E A Ltd	Associated Battery Building,  Kampala Road	Enterprise Road	Nairobi	Kenya			
Seven Four Eight Air Servicesltd	Wilson Business Park Wilson   Airport Langata Road		Nairobi	Kenya			
Uunet Kenya Ltd	Parkside Towers, 2Nd Floor Mombasa Road		Nairobi	Kenya			
Associated Motors Limited	Lr. No. 209/6745/2 Gil Gil Road	Enterprise Road	Nairobi	Kenya			
S.C.E.M Farm Ltd	Nairobi/Nyeri Highway		Thika	Kenya			
Colgate Palmolive (E A) Ltd	Mogadishu Road	Off Lunga Lunga Road	Nairobi	Kenya			
Tru Foods Limited	Jogoo Road		Nairobi	Kenya			
Kenya Electricity Transmission Company Limited	Capitol Hill Square, Chyulu Road	Upper Hill	Nairobi	Kenya			
Bayer East Africa Limited	Thika Roads Junction,  Ruaraka Opp Gsu	5/7 Outer Ring Road	Nairobi	Kenya			
Tanar Technical Consultants Ltd	Ambar House,  Baricho Road	Off Bunyala Road	Nairobi	Kenya			
Nyando Sub County Health Management Team	Nairobi Road		Ahero	Kenya			
Willfreight Express Cargo Services	Aviation House Langata Road	Wilson Airport	Nairobi	Kenya			
Blue Shield Insurance Company Limited	Raghvani,  Tom Mboya Street		Nairobi	Kenya			
Doughty Limited	Doughty Building Mombasa Road	Lusaka Road	Nairobi	Kenya			
Lodwar District Hospital	Lodwarlokichoggio Highway		Lodwar	Kenya			
Child Welfare Society Of Kenya	Langata Road		Nairobi	Kenya			
Psd Network	Kongoni Road		Mombasa	Kenya			
Finn Church Aid Fca	All Africa Conf Of Churches Wayaki Way		Nairobi	Kenya			
Towfiq (K) Ltd	Likoni Road	Industrial Area	Nairobi	Kenya			
The David Sheldrick Widlife Trust	Magadi Road, Accessed Via The Banda Gate		Nairobi	Kenya			
Auto Ancillaries Limited	Behind Fire Station,  Off Enterprise Road		Nairobi	Kenya			
Vyatu Limited	Makasembo Road	Nyuki Alley	Kisumu	Kenya			
Despec Kenya Ltd	Corner Plaza,  Parklands Road	Westlands	Nairobi	Kenya			
Lwala Community Health Centre	Rongo One  Street		Rongo	Kenya			
Rhone Poulenc Kenya Ltd	Kahawa Station Road	Off Kamiti Road	Nairobi	Kenya			
Royal Media Services Ltd	Communication Centre, Lr 1/711 Main Street	Maalim Juma Road, Off Denis Pritt Road	Nairobi	Kenya			
Hemingways Holdings Group Ltd	Karen Business Park		Nairobi	Kenya			
Meru Greens Horticulture Ltd	Nkubu Meru Road		Meru	Kenya			
Orpower 4 Ltd	Hells Gate		Naivasha	Kenya			
Ngeria Kesses Water And Sanitation Limited	Oginga St		Eldoret	Kenya			
Economoic Carriers Ltd	Plot No 1/355 Mozambique Road	High Level Shmanzi	Mombasa	Kenya			
Rosavie Epz Ltd	Sameer Industrial Park,  Road C	Off Enterprise Road	Nairobi	Kenya			
Cook N Lite Ltd	Mwangeka Road		Mombasa	Kenya			
Ridgeways Auto Express Tours & Car Hire Ltd	Limuru Road		Nairobi	Kenya			
Specialised Fibreglass Ltd	Kitui Road	Off Enterprise Rd	Nairobi	Kenya			
Achelis Material Handling Ltd	Mombasa Road		Nairobi	Kenya			
Tropicana Hotels Ltd	Lamu-Malindi Road		Malindi	Kenya			
Hope Worldwide Kenya	Gatundu Crescent Kileleshwa.	Off Gatundu Road	Nairobi	Kenya			
Nairobi Java House Limited	Abc Place	Off Waiyaki Way	Nairobi	Kenya			
Miracle Celebration Centre	Mishomironi/Vikwatani		Nairobi	Kenya			
Kingsway Motors Limited	Industrial Area,  Enterprise Road		Nairobi	Kenya			
Razco Limited	Plot Lr No. 29/6/4 Off Baba Dogo Road	Ruaraka Industrial Area	Nairobi	Kenya			
Sigma Feeds Ltd	Begani Road		Nairobi	Kenya			
Reime Kenya Ltd	Abc Place, Waiyaki Way		Nairobi	Kenya			
African Banking Corporation Limited	Koinange Street	Abc Bank	Nairobi	Kenya			
Westco Kenya Ltd	P O Box 49691		Nairobi	Kenya			
Steel Africa Ltd	Pemba Road		Mombasa	Kenya			
Kipabungi Ltd	Mwakilingo Street		Mombasa	Kenya			
Family Care Foundation Agency Kenya	Joga Road		Nairobi	Kenya			
Lower Soy Water Supply Project	3 Kimwarer		Eldoret	Kenya			
Economic Housing Group Ltd	Dunga Close	Off Dunga Road	Nairobi	Kenya			
Shining Hope For Communities, Inc	Gatwekera Village, Kibera		Nairobi	Kenya			
H L B Kassim-Lakha Samvir Abdulla	Kalamu House,  Waiyaki Way		Nairobi	Kenya			
Express Impress Car Hire Ltd	House No41 Othaya Road,	Lavington	Nairobi	Kenya			
Karebe Gold Mining Ltd	Mine Site On Title No.974 Kibisem Sub Location	Mine Site In The Bush	Chemase	Kenya			
Tich In Africa -Tropical Institute Of Community Health	Tom Mboya		Kisumu	Kenya			
Tuffsteel Limited	Next To Tuskys Head Ofc,  Tuffsteel Complex Mombasa Road	Embakasi	Nairobi	Kenya			
Gurdev Engineering & Construction Works Limited	Road A/ Busia Road	Off Enterprise Road	Nairobi	Kenya			
Offbeat Safari Ltd	Laikipia		Nayuki	Kenya			
Siemens Limited	Nairobi Business Park 1St Flr,  Mamlaka Road		Nairobi	Kenya			
Nestle Foods Kenya Ltd	Pate Road	Off Lunga Lunga Road	Nairobi	Kenya			
Agro-Chemical And Food Company Ltd	Along Chemelil Kericho Road		Muhoroni	Kenya			
House Of Chemicals Africa (Hoca)	Road A Off Enterprise Road		Nairobi	Kenya			
Mara Conservancy	Triad House,  83 83 Muthaiga Road		Nairobi	Kenya			
Kaplan & Stratton Advocates	Williamson House 4Th Ngong Avenue, Upper Hill		Nairobi	Kenya			
Ananda Marga Universal Relief	Waiyaki Waymountain View Estate		Nairobi	Kenya			
Smartswift Company Ltd	Harambee Avenu		Nairobi	Kenya			
White Star Corporation Ltd	Block G Plot No 19,  Bondeni Street		Arusha	Kenya			
Cunningham Lindsey Kenya Ltd	6Th Floor, Ack Garden House Off Bishops Road	Upper Hill	Nairobi	Kenya			
Freight Wings Limited	Jkia Beconfreight Avenue	Ii Vegpro Building	Nairobi	Kenya			
Prestige Packaging Ltd	Plot No 168/10,  Mombasa Road		Nairobi	Kenya			
Promasidor (Kenya) Limited	Migwani Road	Industrial Area	Nairobi	Kenya			
Apa  Insurance Limited	3Rd Floor, Apollo Centre Vale Close, Ring Road	Parklands	Nairobi	Kenya			
Kentmere Flora Ltd	Waumini House, 3Rd Floor,  Chiromo Road		Nairobi	Kenya			
Parapet Cleaning Services Ltd	Wilson Airport	Langata Rd	Nairobi	Kenya			
Mayfair Holding Ltd	Mayfair Holding Building,  Jomo Kenyatta Highway	Makasembo Road	Kisumu	Kenya			
Ug Cement Consult Ltd	Kirichwa Road, Argwings Kodhek Road	Wanandege Flats C10	Nairobi	Kenya			
Tarpo Industries Ltd	Tarpo Building Road C, Off Enterprise Road	Industrial Area	Nairobi	Kenya			
Kone Kenya Ltd	Tsavo And Melili Road Junction Off Mombasa Road		Nairobi	Kenya			
